Date,Title,Link,Content
16 May 2025,"EBRD, EU, GCF and Canada promote green lending in Morocco’s private sector",https://north-africa-middle-east-gulf.ec.europa.eu/news/ebrd-eu-gcf-and-canada-promote-green-lending-moroccos-private-sector-2025-05-16_en,"EBRD, GCF and Canada through HIPCA lend €70 million to Bank of Africa in Morocco under GEFF plus programme. EU providing technical assistance and investment incentives to accompany SMEs in their green investments. Funds to boost access to green finance for private sector and promote capacity..."
16 May 2025,Joint statement after a meeting with President Maia Sandu of Moldova,https://enlargement.ec.europa.eu/news/joint-statement-after-meeting-president-maia-sandu-moldova-2025-05-16_en,"We, the President of the European Commission, the leaders of France, Germany, Italy, Poland, Romania, and the United Kingdom"
16 May 2025,European Political Community united to preserve peace in Europe,https://ec.europa.eu/commission/presscorner/detail/en/ac_25_1251,"At the summit of the European Political Community in Tirana, Albania, President von der Leyen stressed the importance to foster peace and stability in Europe. She also announced the soon upcoming strategy for the Black Sea region and spoke of the connectivity agenda linking Europe to Central Asia."
22 May 2025,"Registrations for the conference ""R&I for a Competitive Green Transition"" are now open",https://research-and-innovation.ec.europa.eu/news/all-research-and-innovation-news/registrations-conference-ri-competitive-green-transition-are-now-open-2025-05-22_en,"Registrations are now open for the ""R&I for a Competitive Green Transition"" conference, taking place on 23-24 June 2025 in Brussels and online."
22 May 2025,Innovation in EU blue economy boosts growth,https://joint-research-centre.ec.europa.eu/jrc-news-and-updates/innovation-eu-blue-economy-boosts-growth-2025-05-22_en,EU blue economy employs almost 5 million people and generates nearly EUR 890 billion in turnover.
22 May 2025,First EU Cancer Mission Conference in Poland this June,https://research-and-innovation.ec.europa.eu/news/all-research-and-innovation-news/first-eu-cancer-mission-conference-poland-june-2025-05-22_en,"Policymakers, researchers, healthcare professionals, patient advocates and civil society representatives from across Europe will come together in Warsaw this June for the EU Cancer Mission Conference “Together Against Cancer through Research and Innovation“ on 17 June 2025."
22 May 2025,Commission publishes 2025 report on EU blue economy,https://oceans-and-fisheries.ec.europa.eu/news/commission-publishes-2025-report-eu-blue-economy-2025-05-22_en,"Today, the European Commission published its 2025 EU Blue Economy Report. The report presents the economic performance of the EU blue economy sectors and provides estimations of their economic performance."
22 May 2025,Commission welcomes political agreement on compulsory licensing to enhance EU crisis resilience,https://ec.europa.eu/commission/presscorner/detail/en/ip_25_1312,No content found
22 May 2025,EIF announces €40 million investment in Keen Venture Partners' European defence and security Tech fund under InvestEU,https://ec.europa.eu/commission/presscorner/detail/en/ip_25_1242,No content found
21 May 2025,Results of 21-05-2025 auction (EU-Bills),https://commission.europa.eu/news/results-21-05-2025-auction-eu-bills-2025-05-21_en,Auction results EU-Bills.
21 May 2025,Syria: Council statement on the lifting of EU economic sanctions,https://north-africa-middle-east-gulf.ec.europa.eu/news/syria-council-statement-lifting-eu-economic-sanctions-2025-05-21_en,"The EU has stood with the Syrian people throughout the last 14 years, engaging in the search for a political solution and leading financial assistance. The EU also adopted sanctions against Assad’s criminal regime."
21 May 2025,EU announces €80 million humanitarian aid package for Yemen,https://north-africa-middle-east-gulf.ec.europa.eu/news/eu-announces-eu80-million-humanitarian-aid-package-yemen-2025-05-21_en,"The Commission has announced €80 million in EU humanitarian funding for 2025 to support people in need in Yemen. Yemen continues to rank among the worst humanitarian crises in the world. One decade of conflict, economic deterioration and recurrent climate-induced events have left 19.5 million people"
21 May 2025,Yemen: Council approves conclusions calling for a renewed momentum in the peace efforts,https://north-africa-middle-east-gulf.ec.europa.eu/news/yemen-council-approves-conclusions-calling-renewed-momentum-peace-efforts-2025-05-21_en,"Today, the Council approved conclusions on Yemen expressing the EU's grave concern over the deterioration of the security, economic and humanitarian situation in the country."
15 May 2025,Need for strong networks emphasized as critical priority for women-led startups during the WomenINvestEU panel at the Wolves Summit,https://women-invest.ec.europa.eu/news/need-strong-networks-emphasized-critical-priority-women-led-startups-during-womeninvesteu-panel-2025-05-15_en,"WomenINvestEU held its panel on ""Bridging Eastern & Western Europe in Financing Women-led Deep Tech Startups"" at the Wolves Summit, in Warsaw, on 6 May."
15 May 2025,New approach to VAT for e-commerce imports to simplify trade and compliance,https://taxation-customs.ec.europa.eu/news/new-approach-vat-e-commerce-imports-simplify-trade-and-compliance-2025-05-15-0_en,EU finance ministers reached a significant agreement on a new approach to the Value Added Tax (VAT) focusing on e-commerce imports and the taxation of distance sales of imported goods.
15 May 2025,EU allocates €120 million in humanitarian aid for Latin America and the Caribbean in 2025,https://civil-protection-humanitarian-aid.ec.europa.eu/news-stories/news/eu-allocates-eu120-million-humanitarian-aid-latin-america-and-caribbean-2025-2025-05-15_en,"Several Latin American and Caribbean countries are grappling with humanitarian challenges, mainly due to the Venezuela crisis, natural disasters, and armed conflicts. The European Commission will provide €120 million in humanitarian aid this year to help the region's most vulnerable."
15 May 2025,EU invests in researchers and invites them to ‘Choose Europe for science’,https://european-union.europa.eu/eu-invests-researchers-and-invites-them-choose-europe-science-2025-05-15_en,"New calls worth over €1.25 billion under the EU’s Marie Skłodowska-Curie Actions open doors for new research talent and will support cutting edge research. The EU has also launched the ‘Choose Europe for Science' pilot, which is open to researchers from around the world to develop their careers."
15 May 2025,Montenegro Joins the EU's LIFE Programme for Environment and Climate Action,https://environment.ec.europa.eu/news/montenegro-joins-eus-life-programme-environment-and-climate-action-2025-05-15_en,"A cornerstone of the European Union's commitment to environmental protection and climate action, the LIFE programme offers Montenegro support to improve its environmental and climate policies and practices."
15 May 2025,Commission final report: Emergency measure on the fossil fuels sector in support of European consumers and businesses,https://taxation-customs.ec.europa.eu/news/commission-final-report-emergency-measure-fossil-fuels-sector-support-european-consumers-and-2025-05-15_en,"The Commission presents its final findings on the collected proceeds for 2022 and 2023, and estimated remaining proceeds, against the backdrop of the evolution in the general situation of the fossil fuel sector."
15 May 2025,Commission and EU rail sector launch Women in Rail Award 2025,https://transport.ec.europa.eu/news-events/news/commission-and-eu-rail-sector-launch-women-rail-award-2025-2025-05-15_en,Apply for one of the three award categories before 6 June 2025
15 May 2025,EAfA Member Spotlight: ENGIM Foundation,https://employment-social-affairs.ec.europa.eu/news/eafa-member-spotlight-engim-foundation-2025-05-15_en,"Joining the European Alliance for Apprenticeships (EAfA) and committing to a pledge brings numerous advantages. Boost your organisation’s visibility, connect with others, and enhance the quality of your apprenticeships through valuable collaboration."
15 May 2025,Commission preliminarily finds TikTok's ad repository in breach of the Digital Services Act,https://ec.europa.eu/commission/presscorner/detail/en/ip_25_1223,"Today, the Commission has informed TikTok of its preliminary view that the company does not fulfil the Digital Services Act (DSA)'s obligation to publish an advertisement repository."
15 May 2025,Commission invests €1.25 billion in researchers and invites them to ‘Choose Europe for Science',https://ec.europa.eu/commission/presscorner/detail/en/ip_25_1221,Europe is stepping up its ambition to cement the position of a global leader in research. New calls worth over €1.25 billion in 2025 under the Marie Skłodowska-Curie Actions (MSCA) open doors for new talents.
14 May 2025,Omnibus III,https://agriculture.ec.europa.eu/overview-vision-agriculture-food/eu-actions-address-farmers-concerns_en#ref-2025-cap-simplification-and-competitiveness-package,"To simplify the Common Agricultural Policy (CAP) and boost farmers' competitiveness, this large package of measures targets the administrative burden, controls, implementation, crisis response and investment needs of the sector."
14 May 2025,EU and Egypt successfully conclude negotiations on Horizon Europe,https://north-africa-middle-east-gulf.ec.europa.eu/news/eu-and-egypt-successfully-conclude-negotiations-horizon-europe-2025-05-14_en,"The Commission and the Arab Republic of Egypt have successfully concluded negotiations on Egypt’s association to Horizon Europe, the EU’s flagship research and innovation funding programme. The Agreement is expected to be signed by November 2025, with its entry into force subject to final validation"
14 May 2025,Libya: Statement by the Spokesman,https://north-africa-middle-east-gulf.ec.europa.eu/news/libya-statement-spokesman-2025-05-14_en,The European Union expresses its strong support for the recent announcement of a truce and the subsequent de-escalation of tensions in Tripoli.
14 May 2025,Innovation Fund 2024: Investing into the future of net-zero technologies and electric vehicle battery cell manufacturing,https://climate.ec.europa.eu/news-your-voice/news/innovation-fund-2024-investing-future-net-zero-technologies-and-electric-vehicle-battery-cell-2025-05-14_en,"The 2024 Innovation Fund calls drew 373 project proposals for net-zero tech and EV battery manufacturing, showing strong EU industry commitment to climate goals. Up to €3.4 billion in funding will support Europe's clean, competitive, and resilient future."
14 May 2025,Commission simplifies Common Agricultural Policy to support farmers and enhance competitiveness,https://agriculture.ec.europa.eu/media/news/commission-simplifies-common-agricultural-policy-support-farmers-and-enhance-competitiveness-2025-05-14_en,"The European Commission is presenting a package of measures targeting the administrative burden, controls, implementation, crisis response and investment needs of the EU agricultural sector."
14 May 2025,Announcement of next auction (EU-Bonds) on 19-05-2025,https://commission.europa.eu/news/announcement-next-auction-eu-bonds-19-05-2025-2025-05-14_en,Auction announcement EU-Bonds.
14 May 2025,In focus: EU initiatives for a just energy transition,https://energy.ec.europa.eu/news/focus-eu-initiatives-just-energy-transition-2025-05-14_en,This article explores some of the European Commission’s key initiatives focusing on the social dimension of the energy transition.
14 May 2025,EmpowerUs Project Highlights Women Making Waves,https://blue-economy-observatory.ec.europa.eu/news/empowerus-project-highlights-women-making-waves-2025-05-14_en,"Funded under the European Union’s Horizon Europe program, EmpowerUs is a €6 million, three-year project that will empower coastal communities to transition towards more resilient, inclusive and sustainable coastal development."
14 May 2025,One in three vehicles registered in Belgium this year is electric,https://urban-mobility-observatory.transport.ec.europa.eu/news-events/news/one-three-vehicles-registered-belgium-year-electric-2025-05-14_en,"In the first quarter of 2025, one in three newly registered cars in Belgium was fully electric—a figure that’s expected to rise steadily in the years ahead."
14 May 2025,Le Directeur général pour la région MENA de la Commission européenne en visite au Maroc pour approfondir le partenariat euro-marocain,https://north-africa-middle-east-gulf.ec.europa.eu/news/le-directeur-general-pour-la-region-mena-de-la-commission-europeenne-en-visite-au-maroc-pour-2025-05-14_en,"Le Directeur général du Moyen-Orient, de l’Afrique du Nord et du Golfe (DG MENA) de la Commission européenne, Monsieur Stefano Sannino, effectue une visite officielle au Maroc, du 12 au 14 mai 2025."
14 May 2025,Revitalising neighbourhoods across Europe with the New European Bauhaus Facility,https://new-european-bauhaus.europa.eu/selection-your-contributions/revitalising-neighbourhoods-across-europe-new-european-bauhaus-facility-2025-05-14_en,The first call for proposals under the research and innovation component of the New European Bauhaus (NEB) Facility will soon be launched.
14 May 2025,First Meeting of the EU–Ukraine Task Force on Defence Industrial Cooperation,https://defence-industry-space.ec.europa.eu/first-meeting-eu-ukraine-task-force-defence-industrial-cooperation-2025-05-14_en,"On 12 May 2025 was held the first meeting of the EU–Ukraine Task Force on Defence Industrial Cooperation, in the framework of the second EU–Ukraine Defence Industry Forum. Announced in the White Paper for European Defence Readiness 2030, this Task Force aims to foster Ukraine’s integration into the"
14 May 2025,Simplifying farmers’ lives,https://commission.europa.eu/news/simplifying-farmers-lives-2025-05-14_en,Farmers across the EU face heavy administrative obligations on top of their actual work. Dealing with them is time consuming and costly for farmers and national administrations alike.
14 May 2025,European Commission transfers Daniel Calleja y Crespo as Head of Representation in Madrid,https://ec.europa.eu/commission/presscorner/detail/en/ip_25_1212,No content found
14 May 2025,EU invests €7.3 billion from Horizon Europe to enhance its competitiveness and talent growth,https://ec.europa.eu/commission/presscorner/detail/en/ip_25_1146,The European Commission is investing over €7.3 billion through its newly adopted Horizon Europe work programme for 2025 to strengthen Europe's research and innovation engine and global edge.
13 May 2025,"Commission organises DMA compliance workshops with Alphabet, Amazon, Apple, ByteDance, Meta and Microsoft",https://digital-markets-act.ec.europa.eu/commission-organises-dma-compliance-workshops-alphabet-amazon-apple-bytedance-meta-and-microsoft-2025-05-13_en,"The Commission will again hold technical workshops with interested third parties to receive their views on specific questions that may arise in relation to the measures that Alphabet, Amazon, Apple, ByteDance, Meta and Microsoft have put in place to ensure effective compliance with the DMA."
13 May 2025,New EURADRIA Regional Skills Partnership strengthens cross-border mobility and skills,https://pact-for-skills.ec.europa.eu/about/news-and-factsheets/new-euradria-regional-skills-partnership-strengthens-cross-border-mobility-and-skills-2025-05-13_en,"The Pact for Skills welcomes a new Regional Skills Partnership in the EURADRIA region, focused on tackling labour shortages, improving skills intelligence, and supporting small and medium-sized (SMEs) and micro-enterprises through targeted upskilling and reskilling efforts across borders."
13 May 2025,Sierra Leone and Liberia step up efforts to strengthen CBRN preparedness through EU-supported exercises,https://cbrn-risk-mitigation.network.europa.eu/news-1/sierra-leone-and-liberia-step-efforts-strengthen-cbrn-preparedness-2025-05-13_en,"Both countries carried out EU-supported trainings combining needs assessments, interagency exercises, and hands-on equipment drills to strengthen CBRN response capabilities"
13 May 2025,"Vehicle automation: potential to cut energy consumption, with careful implementation",https://joint-research-centre.ec.europa.eu/jrc-news-and-updates/vehicle-automation-potential-cut-energy-consumption-careful-implementation-2025-05-13_en,"Vehicle automation could cut transport energy use, but thoughtful decisions and regulation are key."
13 May 2025,"EU welcomes outcomes of Basel, Rotterdam and Stockholm Conventions COPs",https://environment.ec.europa.eu/news/eu-welcomes-outcomes-basel-rotterdam-and-stockholm-conventions-cops-2025-05-13_en,"The recent outcomes of Basel, Rotterdam and Stockholm Conventions COPs mark a significant milestone in global efforts to address environmental challenges."
22 May 2025,"Registrations for the conference ""R&I for a Competitive Green Transition"" are now open",https://research-and-innovation.ec.europa.eu/news/all-research-and-innovation-news/registrations-conference-ri-competitive-green-transition-are-now-open-2025-05-22_en,"Registrations are now open for the ""R&I for a Competitive Green Transition"" conference, taking place on 23-24 June 2025 in Brussels and online."
22 May 2025,Innovation in EU blue economy boosts growth,https://joint-research-centre.ec.europa.eu/jrc-news-and-updates/innovation-eu-blue-economy-boosts-growth-2025-05-22_en,EU blue economy employs almost 5 million people and generates nearly EUR 890 billion in turnover.
22 May 2025,First EU Cancer Mission Conference in Poland this June,https://research-and-innovation.ec.europa.eu/news/all-research-and-innovation-news/first-eu-cancer-mission-conference-poland-june-2025-05-22_en,"Policymakers, researchers, healthcare professionals, patient advocates and civil society representatives from across Europe will come together in Warsaw this June for the EU Cancer Mission Conference “Together Against Cancer through Research and Innovation“ on 17 June 2025."
22 May 2025,Commission publishes 2025 report on EU blue economy,https://oceans-and-fisheries.ec.europa.eu/news/commission-publishes-2025-report-eu-blue-economy-2025-05-22_en,"Today, the European Commission published its 2025 EU Blue Economy Report. The report presents the economic performance of the EU blue economy sectors and provides estimations of their economic performance."
22 May 2025,Commission welcomes political agreement on compulsory licensing to enhance EU crisis resilience,https://ec.europa.eu/commission/presscorner/detail/en/ip_25_1312,No content found
22 May 2025,EIF announces €40 million investment in Keen Venture Partners' European defence and security Tech fund under InvestEU,https://ec.europa.eu/commission/presscorner/detail/en/ip_25_1242,No content found
21 May 2025,Results of 21-05-2025 auction (EU-Bills),https://commission.europa.eu/news/results-21-05-2025-auction-eu-bills-2025-05-21_en,Auction results EU-Bills.
21 May 2025,Syria: Council statement on the lifting of EU economic sanctions,https://north-africa-middle-east-gulf.ec.europa.eu/news/syria-council-statement-lifting-eu-economic-sanctions-2025-05-21_en,"The EU has stood with the Syrian people throughout the last 14 years, engaging in the search for a political solution and leading financial assistance. The EU also adopted sanctions against Assad’s criminal regime."
21 May 2025,EU announces €80 million humanitarian aid package for Yemen,https://north-africa-middle-east-gulf.ec.europa.eu/news/eu-announces-eu80-million-humanitarian-aid-package-yemen-2025-05-21_en,"The Commission has announced €80 million in EU humanitarian funding for 2025 to support people in need in Yemen. Yemen continues to rank among the worst humanitarian crises in the world. One decade of conflict, economic deterioration and recurrent climate-induced events have left 19.5 million people"
21 May 2025,Yemen: Council approves conclusions calling for a renewed momentum in the peace efforts,https://north-africa-middle-east-gulf.ec.europa.eu/news/yemen-council-approves-conclusions-calling-renewed-momentum-peace-efforts-2025-05-21_en,"Today, the Council approved conclusions on Yemen expressing the EU's grave concern over the deterioration of the security, economic and humanitarian situation in the country."
12 May 2025,Meeting with the European Chemicals Industry: List of participants,https://ec.europa.eu/commission/presscorner/detail/en/ip_25_1197,No content found
12 May 2025,The PM² Project Management Guide v3.1 is now available in Polish,https://pm2.europa.eu/news/pm2-project-management-guide-v31-now-available-polish-2025-05-12_en,The publication of the first Polish translation of the PM² Project Management Guide v3.1 marks another milestone for the Open PM² Community.
12 May 2025,Commission hosts strategic dialogue with the European defence industry,https://ec.europa.eu/commission/presscorner/detail/en/read_25_1181,The participants at the first-ever strategic dialogue with the European defence industry underscored its crucial role in safeguarding European security in a rapidly evolving landscape. President von der Leyen stressed that Europe's defence industry must be capable to respond at scale and at speed.
12 May 2025,Big step for Simplification: Commission publishes consolidated list of Classification Regulations,https://taxation-customs.ec.europa.eu/news/big-step-simplification-commission-publishes-consolidated-list-classification-regulations-2025-05-12_en,The European Commission has published the consolidated list of Classification Regulations with the transposition of the CN codes according to the 2025 Combined nomenclature.
12 May 2025,Commission launches call for evidence on Air Services Regulation revision,https://transport.ec.europa.eu/news-events/news/commission-launches-call-evidence-air-services-regulation-revision-2025-05-12_en,The Commission has launched a call for evidence to gather input from stakeholders on the upcoming revision of the Air Services Regulation
12 May 2025,"Graz unveils Mobility Plan 2040: a citizen-driven vision for safer, greener and smarter urban transport",https://urban-mobility-observatory.transport.ec.europa.eu/news-events/news/graz-unveils-mobility-plan-2040-citizen-driven-vision-safer-greener-and-smarter-urban-transport-2025-05-12_en,"The City of Graz presented its Mobility Plan 2040, aiming for safer, greener, and more inclusive transport. Shaped by public input and EU standards, it targets 80% sustainable travel by 2040, with broad citizen and district participation throughout."
12 May 2025,Ireland to Germany – and back: games developer plans Irish studio after building career abroad,https://eures.europa.eu/ireland-germany-and-back-games-developer-plans-irish-studio-after-building-career-abroad-2025-05-12_en,"Darren Kelly moved from Ireland to Germany as a new graduate with aspirations to work in the games industry. Now a lead developer with a decade’s experience, he is planning to return to Ireland to start his own business."
12 May 2025,Commission seeks views on housing as it prepares a plan to tackle the affordability crisis,https://housing.ec.europa.eu/news/commission-seeks-views-housing-it-prepares-plan-tackle-affordability-crisis-2025-05-12_en,The Commission launches a call for evidence and a dedicated website for housing affordability.
12 May 2025,Scaling partnerships under Global Gateway: Commissioner Síkela’s strategic visit to Spain,https://international-partnerships.ec.europa.eu/news-and-events/news/scaling-partnerships-under-global-gateway-commissioner-sikelas-strategic-visit-spain-2025-05-12_en,"On 5-7 May, Commissioner for International Partnerships Jozef Síkela went on a mission to Madrid to meet with Spanish stakeholders with the objective to advance the EU’s Global Gateway strategy as well as to strengthen the Team Europe approach."
12 May 2025,European Commission calls for nominations to the ERC Scientific Council,https://research-and-innovation.ec.europa.eu/news/all-research-and-innovation-news/european-commission-calls-nominations-erc-scientific-council-2025-05-12_en,"Research and innovation news alert: Today, the European Commission is inviting the European research community to nominate outstanding candidates for membership to the Scientific Council, the governing body of the European Research Council (ERC)."
12 May 2025,Join the Science4EU campaign,https://research-and-innovation.ec.europa.eu/news/all-research-and-innovation-news/join-science4eu-campaign-2025-05-12_en,The Science4EU campaign shows that the EU stands for science. Join us by posting about your contribution to science using #Science4EU.
12 May 2025,European Commission provides additional EUR 3 billion to support migration and asylum management,https://home-affairs.ec.europa.eu/news/european-commission-provides-additional-eur-3-billion-support-migration-and-asylum-management-2025-05-12_en,"The Commission has announced an additional EUR 3 billion in funding to support the implementation of the Pact on Migration and Asylum, as well as to host refugees from Ukraine. This will provide further assistance to EU countries in managing migration and asylum in a transparent and orderly way."
12 May 2025,Building Resilient Communities: How the EU Trust Fund is Transforming Lives in Eastern Sudan,https://trust-fund-for-africa.europa.eu/news/building-resilient-communities-how-eu-trust-fund-transforming-lives-eastern-sudan-2025-05-12_en,"In the heart of Eastern Sudan, in the states of Kassala and Gedaref, communities have long faced the challenges of food insecurity, malnutrition, and economic hardship."
12 May 2025,LEED certification to deepen alignment with Level(s) and EU Taxonomy in the European market,https://green-forum.ec.europa.eu/news/leed-certification-deepen-alignment-levels-and-eu-taxonomy-european-market-2025-05-12_en,"One of the world’s largest building certification providers is deepening its alignment with the EU sustainability agenda, the EU Taxonomy and Level(s)."
12 May 2025,Commission amends State aid rules to provide public access to justice in environmental matters,https://competition-policy.ec.europa.eu/about/news/commission-amends-state-aid-rules-provide-public-access-justice-environmental-matters-2025-05-12_en,press release
12 May 2025,Meeting with the European Defence Industry: List of participants,https://ec.europa.eu/commission/presscorner/detail/en/ip_25_1187,No content found
12 May 2025,EU and Japan reinforce tech and digital partnership,https://ec.europa.eu/commission/presscorner/detail/en/ip_25_1185,The EU and Japan held their third Digital Partnership Council today in Tokyo to reinforce tech and digital cooperation between the EU and Japan.
12 May 2025,Commission amends State aid rules to provide public access to justice in environmental matters,https://ec.europa.eu/commission/presscorner/detail/en/ip_25_1153,No content found
9 May 2025,"Roxana Mînzatu, European Commission Executive Vice-President for Social Rights and Skills, Quality Jobs and Preparedness, visits the ECCC on Europe Day",https://cybersecurity-centre.europa.eu/news/roxana-minzatu-european-commission-executive-vice-president-social-rights-and-skills-quality-jobs-2025-05-09_en,"Roxana Mînzatu, European Commission Executive Vice-President for Social Rights and Skills, Quality Jobs and Preparedness, visits the European Cybersecurity Competence Centre and meets the ECCC Executive Director, Luca Tagliaretti, and the ECCC team."
9 May 2025,Happy Europe Day 2025!,https://learning-corner.learning.europa.eu/news-and-competitions/happy-europe-day-2025-2025-05-09_en,"Every year on 9 May we celebrate Europe Day! It’s a unique opportunity to feel part of something bigger by having fun and learning something new. So get involved, have fun and celebrate the EU with us!
Happy Europe Day!"
9 May 2025,"Roxana Mînzatu, European Commission Executive Vice-President for Social Rights and Skills, Quality Jobs and Preparedness, visits the ECCC on Europe Day",https://cybersecurity-centre.europa.eu/news/roxana-minzatu-european-commission-executive-vice-president-social-rights-and-skills-quality-jobs-2025-05-09_en,"Roxana Mînzatu, European Commission Executive Vice-President for Social Rights and Skills, Quality Jobs and Preparedness, visits the European Cybersecurity Competence Centre and meets the ECCC Executive Director, Luca Tagliaretti, and the ECCC team."
9 May 2025,International coalition agrees to establish Special Tribunal for the Crime of Aggression against Ukraine,https://ec.europa.eu/commission/presscorner/detail/en/ip_25_1169,"A coalition of international states and organisations has decided to establish a Special Tribunal for the Crime of Aggression against Ukraine within the Council of Europe. The Tribunal will have the power to investigate, prosecute and try Russian political and military leaders."
9 May 2025,Happy Europe Day 2025!,https://learning-corner.learning.europa.eu/news-and-competitions/happy-europe-day-2025-2025-05-09_en,"Every year on 9 May we celebrate Europe Day! It’s a unique opportunity to feel part of something bigger by having fun and learning something new. So get involved, have fun and celebrate the EU with us!
Happy Europe Day!"
9 May 2025,"Celebrating 75 years of Europe, from vision to reality",https://commission.europa.eu/news/celebrating-75-years-europe-vision-reality-2025-05-09_en,Learn about the role the Schuman Declaration played in building the modern European Union and why it therefore became the reason we celebrate Europe Day today
9 May 2025,Commission provides additional €3 billion for the implementation of the Pact on Migration and Asylum and to host refugees from Ukraine,https://ec.europa.eu/commission/presscorner/detail/en/ip_25_1176,No content found
9 May 2025,International coalition agrees on the establishment of the Special Tribunal for the Crime of Aggression against Ukraine,https://ec.europa.eu/commission/presscorner/detail/en/ip_25_1169,"On Europe Day, the Commission, represented by Commissioner Michael McGrath, High Representative Kaja Kallas, the Council of Europe, the Prime Minister of Ukraine, Denys Shmyhal, and representatives of 38 other states gathered in Lviv today to formally endorse the establishment of a Special Tribunal"
8 May 2025,Commission mobilises €910 million to boost European defence and close capability gaps,https://defence-industry-space.ec.europa.eu/commission-mobilises-eu910-million-boost-european-defence-and-close-capability-gaps-2025-05-08_en,The Commission is investing €910 million under the 2024 edition of the European Defence Fund (EDF) to create a strong and innovative defence industry in Europe. These investments aim to close key capability gaps—like force mobility and drone defence—through innovation and collaboration across Europe
8 May 2025,EU and Japan reaffirm close cooperation on trade and economic security,https://policy.trade.ec.europa.eu/news/eu-and-japan-reaffirm-close-cooperation-trade-and-economic-security-2025-05-08_en,The EU and Japan reaffirmed their shared commitment to further strengthening their cooperation on trade and economic security at their 6th High-Level Economic Dialogue (HLED) on 8 May.
8 May 2025,HORIZON-MISS-2025-03-OCEAN-03: Digital technologies and energy transition in  fisheries and/or aquaculture,https://maritime-forum.ec.europa.eu/news/horizon-miss-2025-03-ocean-03-digital-technologies-and-energy-transition-fisheries-andor-aquaculture-2025-05-08_en,The European Commission is investing over €7.3 billion through its newly adopted Horizon Europe work programme for 2025 to strengthen Europe's research and innovation engine and global edge
8 May 2025,Commission approves €5 billion French scheme to facilitate the export of wines and spirits to the US,https://competition-policy.ec.europa.eu/about/news/commission-approves-eu5-billion-french-scheme-facilitate-export-wines-and-spirits-us-2025-05-08_en,press release
8 May 2025,"The European Contest for Young Scientists 2025 is going to Riga, Latvia",https://research-and-innovation.ec.europa.eu/news/all-research-and-innovation-news/european-contest-young-scientists-2025-going-riga-latvia-2025-05-08_en,"The 36th edition of the European Contest for Young Scientists (EUCYS) will take place in the capital of Latvia, Riga, from 15 to 20 September 2025 and will gather around 140 young scientists from all over Europe and beyond."
8 May 2025,EUMETSAT and DG CLIMA strengthen ties,https://climate.ec.europa.eu/news-your-voice/news/eumetsat-and-dg-clima-strengthen-ties-2025-05-08_en,"Satellite data is vital for understanding, monitoring, mitigating, and adapting to climate change"
8 May 2025,Commission mobilises €910 million to boost European defence and close capability gaps,https://defence-industry-space.ec.europa.eu/commission-mobilises-eu910-million-boost-european-defence-and-close-capability-gaps-2025-05-08_en,The Commission is investing €910 million under the 2024 edition of the European Defence Fund (EDF) to create a strong and innovative defence industry in Europe. These investments aim to close key capability gaps—like force mobility and drone defence—through innovation and collaboration across Europe
8 May 2025,EU and Japan reaffirm close cooperation on trade and economic security,https://policy.trade.ec.europa.eu/news/eu-and-japan-reaffirm-close-cooperation-trade-and-economic-security-2025-05-08_en,The EU and Japan reaffirmed their shared commitment to further strengthening their cooperation on trade and economic security at their 6th High-Level Economic Dialogue (HLED) on 8 May.
8 May 2025,EU consults public and prepares WTO dispute against the US over tariffs,https://european-union.europa.eu/eu-consults-public-and-prepares-wto-dispute-against-us-over-tariffs-2025-05-08_en,"The Commission has launched a public consultation on a list of US industrial and agricultural imports, which could become subject to EU countermeasures, if EU-US negotiations on US tariffs fail. The EU will also launch a WTO dispute against the US over its universal reciprocal tariffs."
8 May 2025,EU opens call for postdoctoral fellowships,https://european-union.europa.eu/eu-opens-call-postdoctoral-fellowships-2025-05-08_en,"The EU’s Marie Sklodowska-Curie Actions funding programme has opened its call for postdoctoral fellowships. The grants will help researchers acquire new skills and develop their careers. With a budget of €404.3 million, the grants are expected to fund over 1600 projects. Apply before 10 September."
8 May 2025,Commission seeks feedback on the review of EU merger guidelines,https://competition-policy.ec.europa.eu/about/news/commission-seeks-feedback-review-eu-merger-guidelines-2025-05-08_en,Press Release
8 May 2025,Commission approves €5 billion French scheme to facilitate the export of wines and spirits to the US,https://competition-policy.ec.europa.eu/about/news/commission-approves-eu5-billion-french-scheme-facilitate-export-wines-and-spirits-us-2025-05-08_en,press release
8 May 2025,Mama Nour’s fight for Single Mothers and Orphaned Children: How the EU Trust Fund supports vulnerable migrants in Sudan,https://trust-fund-for-africa.europa.eu/news/mama-nours-fight-single-mothers-and-orphaned-children-how-eu-trust-fund-supports-vulnerable-migrants-2025-05-08_en,The EU Trust Fund (EUTF) is engaged to the protection of persons of concern and vulnerable migrants in Sudan.
8 May 2025,"Culture unites European citizens, survey shows",https://european-union.europa.eu/culture-unites-european-citizens-survey-shows-2025-05-08_en,"Culture creates a sense of community and integration. According to a new survey, EU citizens (87%) strongly support cultural exchange and (88%) artistic freedom. They also call for fair working conditions for artists and a stronger EU role to protect heritage and respond to the impact of AI."
8 May 2025,EU consumers to save energy with new limits to 'standby' modes of electrical appliances,https://energy-efficient-products.ec.europa.eu/news/eu-consumers-save-energy-new-limits-standby-modes-electrical-appliances-2025-05-08_en,"Revised EU rules for the energy consumption of electrical appliances in standby, off mode, and networked standby will apply from 9 May 2025. Formally adopted in April 2023, the new ecodesign rules include updated limits for electrical products in 'standby' mode."
